Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc
CUST_02134,Blue,250,0,81,12-03-2023,Week-11,Q1,2023,2633.0,1924,3407,66,0.731,Chip ,Grocery,851.75,0
CUST_02139,Blue,325,0,79,12-03-2023,Week-11,Q1,2023,2424.0,0,3890,66,0.0,Swipe ,Fuel,778.0,0
CUST_02143,Blue,175,0,103,12-03-2023,Week-11,Q1,2023,2046.0,1694,3432,49,0.828,Swipe ,Bills,274.56,0
CUST_02146,Blue,455,0,110,19-03-2023,Week-12,Q1,2023,2552.0,2220,4437,61,0.87,Swipe ,Fuel,843.03,0
CUST_02148,Blue,410,1,47,19-03-2023,Week-12,Q1,2023,3654.0,0,1998,44,0.0,Online ,Bills,239.76,0
CUST_02150,Blue,300,0,66,19-03-2023,Week-12,Q1,2023,2620.0,2081,4867,67,0.794,Swipe ,Entertainment,438.03,0
CUST_02151,Blue,200,1,83,19-03-2023,Week-12,Q1,2023,23731.0,1890,13647,93,0.08,Chip ,Travel,3548.22,0
CUST_02153,Blue,405,0,153,19-03-2023,Week-12,Q1,2023,19373.0,1142,1792,48,0.059,Swipe ,Bills,430.08,1
CUST_02158,Blue,270,0,81,19-03-2023,Week-12,Q1,2023,9366.0,1104,1303,39,0.118,Swipe ,Bills,156.36,0
CUST_02165,Blue,300,1,91,19-03-2023,Week-12,Q1,2023,3646.0,1047,1969,38,0.287,Chip ,Grocery,571.01,0
CUST_02166,Blue,420,1,100,19-03-2023,Week-12,Q1,2023,17131.0,1213,1371,37,0.071,Swipe ,Bills,109.68,0
CUST_02168,Blue,350,0,82,19-03-2023,Week-12,Q1,2023,3312.0,0,647,19,0.0,Swipe ,Bills,129.4,0
CUST_02169,Blue,245,0,88,19-03-2023,Week-12,Q1,2023,23103.0,897,14049,120,0.039,Chip ,Travel,1966.86,0
CUST_02176,Blue,395,1,94,19-03-2023,Week-12,Q1,2023,1791.0,1314,5109,79,0.734,Online ,Bills,1277.25,0
CUST_02179,Blue,365,0,115,19-03-2023,Week-12,Q1,2023,2989.0,2387,2143,67,0.799,Swipe ,Food,471.46,0
CUST_02184,Silver,415,1,110,19-03-2023,Week-12,Q1,2023,34516.0,2403,4174,59,0.07,Swipe ,Grocery,500.88,0
CUST_02185,Blue,390,1,99,19-03-2023,Week-12,Q1,2023,1809.0,1181,4452,83,0.653,Swipe ,Food,489.72,0
CUST_02190,Blue,270,0,115,19-03-2023,Week-12,Q1,2023,4930.0,2259,2194,53,0.458,Swipe ,Bills,482.68,0
CUST_02192,Blue,355,1,112,19-03-2023,Week-12,Q1,2023,22919.0,1368,3752,71,0.06,Online ,Grocery,300.16,0
CUST_02200,Platinum,440,0,78,19-03-2023,Week-12,Q1,2023,7469.0,0,16730,122,0.0,Chip ,Bills,4517.1,0
CUST_02211,Blue,395,1,74,19-03-2023,Week-12,Q1,2023,2479.0,828,2225,44,0.334,Swipe ,Fuel,356.0,0
CUST_02214,Blue,300,1,84,19-03-2023,Week-12,Q1,2023,2742.0,1416,1539,38,0.516,Swipe ,Bills,277.02,0
CUST_02215,Blue,150,0,114,19-03-2023,Week-12,Q1,2023,22718.0,0,8100,77,0.0,Chip ,Travel,648.0,0
CUST_02216,Blue,300,0,88,19-03-2023,Week-12,Q1,2023,1944.0,1346,1960,57,0.692,Swipe ,Bills,450.8,0
CUST_02222,Blue,245,0,110,19-03-2023,Week-12,Q1,2023,1695.0,0,2428,43,0.0,Chip ,Grocery,267.08,0
CUST_02226,Blue,245,1,110,19-03-2023,Week-12,Q1,2023,3667.0,948,2781,59,0.259,Swipe ,Bills,723.06,0
CUST_02228,Blue,460,1,85,19-03-2023,Week-12,Q1,2023,13046.0,1177,2601,52,0.09,Swipe ,Entertainment,364.14,0
CUST_02229,Blue,245,1,124,19-03-2023,Week-12,Q1,2023,4972.0,0,4524,72,0.0,Swipe ,Bills,904.8,0
CUST_02232,Blue,455,0,120,19-03-2023,Week-12,Q1,2023,9092.0,1363,14779,94,0.15,Swipe ,Food,4285.91,0
CUST_02233,Blue,445,1,62,19-03-2023,Week-12,Q1,2023,11692.0,648,2997,56,0.055,Swipe ,Travel,209.79,0
CUST_02234,Platinum,100,1,114,19-03-2023,Week-12,Q1,2023,17925.0,1909,17498,111,0.106,Chip ,Travel,2274.74,0
CUST_02237,Blue,295,1,116,19-03-2023,Week-12,Q1,2023,3448.0,1903,5471,87,0.552,Swipe ,Food,547.1,0
CUST_02240,Blue,245,1,120,19-03-2023,Week-12,Q1,2023,7469.0,1899,3150,70,0.254,Swipe ,Bills,693.0,0
CUST_02246,Blue,295,1,83,19-03-2023,Week-12,Q1,2023,14938.0,0,1134,31,0.0,Swipe ,Fuel,249.48,0
CUST_02247,Blue,245,0,108,19-03-2023,Week-12,Q1,2023,2669.0,1649,4314,74,0.618,Swipe ,Bills,1251.06,0
CUST_02249,Blue,455,1,161,19-03-2023,Week-12,Q1,2023,12552.0,1405,15508,95,0.112,Swipe ,Food,1240.64,0
CUST_02250,Blue,150,0,103,19-03-2023,Week-12,Q1,2023,11247.0,0,4894,85,0.0,Swipe ,Entertainment,831.98,0
CUST_02252,Gold,360,0,105,19-03-2023,Week-12,Q1,2023,34516.0,1823,15552,108,0.053,Swipe ,Bills,4199.04,0
CUST_02253,Blue,340,0,72,19-03-2023,Week-12,Q1,2023,1765.0,1487,3333,66,0.842,Chip ,Grocery,433.29,0
CUST_02255,Blue,175,0,143,19-03-2023,Week-12,Q1,2023,25060.0,0,3749,61,0.0,Chip ,Grocery,562.35,0
CUST_02261,Blue,175,1,110,19-03-2023,Week-12,Q1,2023,6391.0,2317,2274,61,0.363,Swipe ,Fuel,591.24,0
CUST_02265,Blue,175,0,94,19-03-2023,Week-12,Q1,2023,5600.0,2517,2296,46,0.449,Swipe ,Entertainment,367.36,0
CUST_02269,Blue,485,0,83,19-03-2023,Week-12,Q1,2023,3455.0,1385,4925,82,0.401,Swipe ,Fuel,1182.0,1
CUST_02271,Silver,325,1,120,19-03-2023,Week-12,Q1,2023,11409.0,1658,4677,58,0.145,Swipe ,Grocery,654.78,1
CUST_02273,Blue,225,0,96,19-03-2023,Week-12,Q1,2023,6376.0,1322,5192,70,0.207,Chip ,Fuel,674.96,1
CUST_02274,Blue,495,0,106,19-03-2023,Week-12,Q1,2023,1994.0,1175,4455,82,0.589,Chip ,Food,846.45,1
CUST_02276,Blue,460,1,105,19-03-2023,Week-12,Q1,2023,1438.3,0,2500,44,0.0,Chip ,Entertainment,275.0,0
CUST_02287,Blue,280,0,79,19-03-2023,Week-12,Q1,2023,1815.0,0,2039,34,0.0,Swipe ,Bills,509.75,0
CUST_02288,Blue,300,1,106,19-03-2023,Week-12,Q1,2023,25882.0,1699,1736,48,0.066,Swipe ,Grocery,451.36,0
CUST_02289,Blue,440,1,160,19-03-2023,Week-12,Q1,2023,5715.0,1214,3685,63,0.212,Swipe ,Grocery,368.5,0
CUST_02292,Blue,175,1,66,19-03-2023,Week-12,Q1,2023,3371.0,1530,13432,118,0.454,Swipe ,Bills,1208.88,0
CUST_02300,Blue,385,0,96,19-03-2023,Week-12,Q1,2023,5505.0,2517,2272,42,0.457,Swipe ,Grocery,295.36,0
CUST_02302,Blue,360,1,66,19-03-2023,Week-12,Q1,2023,5768.0,0,9867,78,0.0,Chip ,Travel,690.69,0
CUST_02303,Blue,495,0,87,19-03-2023,Week-12,Q1,2023,6109.0,1549,4430,69,0.254,Chip ,Fuel,886.0,0
CUST_02304,Blue,395,1,70,19-03-2023,Week-12,Q1,2023,2683.0,1671,1406,37,0.623,Swipe ,Travel,267.14,0
CUST_02305,Blue,300,0,78,19-03-2023,Week-12,Q1,2023,2658.0,1514,1627,26,0.57,Swipe ,Entertainment,162.7,0
CUST_02311,Blue,365,1,120,19-03-2023,Week-12,Q1,2023,2600.0,2047,8804,111,0.787,Swipe ,Grocery,880.4,0
CUST_02317,Blue,455,1,85,19-03-2023,Week-12,Q1,2023,6425.0,915,2036,44,0.142,Swipe ,Entertainment,203.6,0
CUST_02320,Blue,200,0,109,19-03-2023,Week-12,Q1,2023,2721.0,2159,4578,81,0.793,Chip ,Bills,549.36,0
CUST_02329,Blue,410,1,88,19-03-2023,Week-12,Q1,2023,10009.0,1604,4347,75,0.16,Swipe ,Food,956.34,0
CUST_02336,Blue,175,1,167,19-03-2023,Week-12,Q1,2023,4542.0,1355,4011,70,0.298,Chip ,Bills,802.2,1
CUST_02338,Blue,250,1,49,19-03-2023,Week-12,Q1,2023,1438.3,0,2464,37,0.0,Swipe ,Entertainment,344.96,1
CUST_02341,Blue,400,0,61,26-03-2023,Week-13,Q1,2023,3404.0,1568,2406,65,0.461,Swipe ,Entertainment,144.36,0
CUST_02345,Blue,300,1,80,26-03-2023,Week-13,Q1,2023,13883.0,783,1871,32,0.056,Chip ,Bills,112.26,0
CUST_02349,Blue,440,0,120,26-03-2023,Week-13,Q1,2023,1491.0,0,1970,46,0.0,Chip ,Bills,433.4,0
CUST_02359,Blue,220,1,114,26-03-2023,Week-13,Q1,2023,4073.0,2517,2059,43,0.618,Chip ,Grocery,535.34,0
CUST_02361,Blue,450,0,82,26-03-2023,Week-13,Q1,2023,2766.0,1731,3959,71,0.626,Chip ,Bills,989.75,0
CUST_02363,Blue,290,0,114,26-03-2023,Week-13,Q1,2023,8592.0,1201,1842,50,0.14,Swipe ,Grocery,386.82,0
CUST_02374,Blue,390,1,119,26-03-2023,Week-13,Q1,2023,1544.0,0,1731,40,0.0,Swipe ,Bills,155.79,1
CUST_02376,Blue,100,1,92,26-03-2023,Week-13,Q1,2023,9451.0,1280,3179,79,0.135,Swipe ,Bills,190.74,0
CUST_02378,Blue,100,1,85,26-03-2023,Week-13,Q1,2023,2539.0,2162,2386,47,0.852,Swipe ,Bills,668.08,0
CUST_02389,Blue,195,1,106,26-03-2023,Week-13,Q1,2023,3607.0,0,2013,35,0.0,Chip ,Food,523.38,0
CUST_02390,Blue,420,1,64,26-03-2023,Week-13,Q1,2023,17156.0,2517,1142,33,0.147,Swipe ,Fuel,159.88,0
CUST_02392,Blue,470,1,44,26-03-2023,Week-13,Q1,2023,9274.0,2097,2048,59,0.226,Swipe ,Bills,245.76,0
CUST_02393,Blue,470,1,145,26-03-2023,Week-13,Q1,2023,3023.0,1348,2219,44,0.446,Swipe ,Entertainment,288.47,0
CUST_02406,Blue,435,0,103,26-03-2023,Week-13,Q1,2023,4203.0,1965,1425,32,0.468,Swipe ,Fuel,99.75,0
CUST_02407,Blue,290,1,90,26-03-2023,Week-13,Q1,2023,4761.0,1561,2045,53,0.328,Chip ,Fuel,286.3,0
CUST_02408,Blue,405,0,47,26-03-2023,Week-13,Q1,2023,2699.0,1609,2141,56,0.596,Swipe ,Bills,256.92,0
CUST_02413,Blue,300,1,46,26-03-2023,Week-13,Q1,2023,2796.0,0,4820,74,0.0,Swipe ,Fuel,1108.6,0
CUST_02418,Blue,495,0,68,26-03-2023,Week-13,Q1,2023,1438.3,0,4869,73,0.0,Swipe ,Fuel,389.52,0
CUST_02421,Blue,140,0,69,26-03-2023,Week-13,Q1,2023,34516.0,1595,8871,97,0.046,Swipe ,Food,1153.23,0
CUST_02424,Blue,325,1,82,26-03-2023,Week-13,Q1,2023,1569.0,257,2288,45,0.164,Swipe ,Grocery,457.6,0
CUST_02426,Gold,250,0,93,26-03-2023,Week-13,Q1,2023,14290.0,1432,14709,125,0.1,Chip ,Travel,882.54,0
CUST_02437,Blue,150,0,72,26-03-2023,Week-13,Q1,2023,3301.0,2517,3939,69,0.762,Online ,Bills,630.24,0
CUST_02440,Blue,125,0,48,26-03-2023,Week-13,Q1,2023,2595.0,2189,1562,27,0.844,Swipe ,Entertainment,406.12,0
CUST_02442,Blue,450,1,82,26-03-2023,Week-13,Q1,2023,3271.0,1367,2464,92,0.418,Swipe ,Bills,369.6,0
CUST_02447,Blue,200,0,80,26-03-2023,Week-13,Q1,2023,4048.0,1113,1757,45,0.275,Swipe ,Bills,281.12,0
CUST_02448,Blue,250,0,92,26-03-2023,Week-13,Q1,2023,9959.0,1890,2041,45,0.19,Swipe ,Entertainment,530.66,0
CUST_02454,Blue,195,1,65,26-03-2023,Week-13,Q1,2023,2723.0,1902,3875,84,0.698,Swipe ,Fuel,1123.75,0
CUST_02456,Blue,490,1,77,26-03-2023,Week-13,Q1,2023,34516.0,572,8659,81,0.017,Swipe ,Entertainment,692.72,0
CUST_02457,Silver,245,1,93,26-03-2023,Week-13,Q1,2023,4256.0,1084,1100,29,0.255,Swipe ,Travel,154.0,0
CUST_02458,Blue,300,1,94,26-03-2023,Week-13,Q1,2023,1751.0,0,2078,37,0.0,Online ,Entertainment,249.36,0
CUST_02459,Blue,140,1,104,26-03-2023,Week-13,Q1,2023,2121.0,0,1464,32,0.0,Chip ,Bills,380.64,0
CUST_02465,Blue,140,1,105,26-03-2023,Week-13,Q1,2023,2211.0,768,7527,88,0.347,Swipe ,Food,1204.32,0
CUST_02466,Blue,225,0,160,26-03-2023,Week-13,Q1,2023,1438.3,0,4348,79,0.0,Chip ,Bills,478.28,0
CUST_02471,Blue,245,0,125,26-03-2023,Week-13,Q1,2023,3127.0,2378,2292,49,0.76,Swipe ,Bills,641.76,0
CUST_02472,Silver,95,1,104,26-03-2023,Week-13,Q1,2023,11879.0,0,3490,62,0.0,Chip ,Entertainment,977.2,0
CUST_02474,Silver,150,1,66,26-03-2023,Week-13,Q1,2023,12695.0,1613,8328,94,0.127,Swipe ,Grocery,582.96,0
CUST_02475,Blue,175,0,51,26-03-2023,Week-13,Q1,2023,21585.0,986,3789,70,0.046,Chip ,Grocery,568.35,0
CUST_02479,Blue,250,0,101,26-03-2023,Week-13,Q1,2023,6921.0,1023,4608,79,0.148,Swipe ,Fuel,1336.32,0
CUST_02484,Blue,150,1,99,26-03-2023,Week-13,Q1,2023,34516.0,1638,14474,121,0.047,Swipe ,Grocery,1592.14,0
CUST_02485,Blue,150,1,86,26-03-2023,Week-13,Q1,2023,1682.0,0,1811,39,0.0,Swipe ,Food,398.42,0
CUST_02486,Blue,480,1,77,26-03-2023,Week-13,Q1,2023,4370.0,1222,7223,90,0.28,Swipe ,Bills,1950.21,0
CUST_02487,Blue,370,0,50,26-03-2023,Week-13,Q1,2023,8070.0,2350,2117,61,0.291,Swipe ,Bills,402.23,0
CUST_02488,Blue,455,1,78,26-03-2023,Week-13,Q1,2023,3335.0,2238,5321,78,0.671,Swipe ,Bills,319.26,0
CUST_02493,Blue,200,1,167,26-03-2023,Week-13,Q1,2023,3139.0,1089,4648,80,0.347,Chip ,Bills,278.88,0
CUST_02499,Silver,100,1,107,26-03-2023,Week-13,Q1,2023,10790.0,1930,1052,16,0.179,Swipe ,Bills,263.0,0
CUST_02508,Blue,250,1,79,26-03-2023,Week-13,Q1,2023,2392.0,1129,4309,86,0.472,Chip ,Fuel,301.63,0
CUST_02511,Silver,300,0,151,26-03-2023,Week-13,Q1,2023,16406.0,0,4075,75,0.0,Online ,Bills,448.25,0
CUST_02514,Blue,200,0,120,26-03-2023,Week-13,Q1,2023,2255.0,1733,4772,83,0.769,Swipe ,Grocery,1383.88,0
CUST_02516,Blue,250,1,81,26-03-2023,Week-13,Q1,2023,2077.0,1634,4292,66,0.787,Chip ,Grocery,1201.76,0
CUST_02517,Blue,440,1,61,26-03-2023,Week-13,Q1,2023,2936.0,2379,1572,57,0.81,Swipe ,Bills,377.28,0
CUST_02518,Blue,480,1,101,26-03-2023,Week-13,Q1,2023,11239.0,0,2055,43,0.0,Swipe ,Fuel,390.45,0
CUST_02520,Blue,285,0,110,26-03-2023,Week-13,Q1,2023,5632.0,1596,3557,64,0.283,Chip ,Fuel,924.82,0
CUST_02523,Blue,225,0,47,26-03-2023,Week-13,Q1,2023,1636.0,1135,5056,85,0.694,Online ,Travel,1112.32,0
CUST_02524,Blue,125,1,53,26-03-2023,Week-13,Q1,2023,2644.0,1794,4081,72,0.679,Online ,Food,897.82,0
CUST_02527,Blue,470,1,76,26-03-2023,Week-13,Q1,2023,1438.3,0,1935,47,0.0,Chip ,Food,425.7,0
CUST_02532,Blue,365,1,97,26-03-2023,Week-13,Q1,2023,6903.0,2091,15751,107,0.303,Chip ,Grocery,4567.79,0
CUST_02534,Blue,275,1,103,26-03-2023,Week-13,Q1,2023,6637.0,0,1801,48,0.0,Swipe ,Bills,432.24,0
CUST_02535,Blue,450,0,108,02-04-2023,Week-14,Q2,2023,4697.0,0,1867,34,0.0,Swipe ,Bills,186.7,0
CUST_02541,Blue,450,1,92,02-04-2023,Week-14,Q2,2023,34516.0,0,4037,87,0.0,Chip ,Bills,1170.73,0
CUST_02543,Blue,95,0,79,02-04-2023,Week-14,Q2,2023,1695.0,913,2130,48,0.539,Swipe ,Entertainment,553.8,0
CUST_02546,Blue,355,0,74,02-04-2023,Week-14,Q2,2023,7562.0,1080,5010,85,0.143,Swipe ,Entertainment,851.7,0
CUST_02555,Blue,245,0,98,02-04-2023,Week-14,Q2,2023,2350.0,1272,4647,86,0.541,Swipe ,Entertainment,371.76,0
CUST_02565,Blue,245,1,118,02-04-2023,Week-14,Q2,2023,1438.3,544,2294,40,0.378,Chip ,Grocery,206.46,0
CUST_02572,Blue,350,0,120,02-04-2023,Week-14,Q2,2023,25837.0,1812,3783,70,0.07,Swipe ,Grocery,491.79,0
CUST_02575,Blue,430,1,96,02-04-2023,Week-14,Q2,2023,13427.0,1562,13117,108,0.116,Chip ,Travel,3803.93,0
CUST_02587,Blue,125,1,98,02-04-2023,Week-14,Q2,2023,4315.0,717,1723,51,0.166,Swipe ,Bills,103.38,0
CUST_02589,Blue,290,1,95,02-04-2023,Week-14,Q2,2023,14782.0,1020,3206,54,0.069,Chip ,Fuel,192.36,0
CUST_02590,Blue,250,1,41,02-04-2023,Week-14,Q2,2023,9989.0,568,2053,49,0.057,Swipe ,Fuel,472.19,0
CUST_02593,Blue,400,0,118,02-04-2023,Week-14,Q2,2023,3065.0,0,3524,69,0.0,Online ,Grocery,458.12,0
CUST_02603,Blue,340,0,76,02-04-2023,Week-14,Q2,2023,2802.0,2403,3887,61,0.858,Chip ,Bills,544.18,0
CUST_02610,Blue,345,1,113,02-04-2023,Week-14,Q2,2023,5794.0,0,4201,73,0.0,Swipe ,Entertainment,1218.29,0
CUST_02612,Blue,275,0,103,02-04-2023,Week-14,Q2,2023,2751.0,1158,4861,82,0.421,Swipe ,Food,1215.25,0
CUST_02615,Blue,400,1,51,02-04-2023,Week-14,Q2,2023,20459.0,2071,1767,38,0.101,Swipe ,Bills,353.4,0
CUST_02616,Blue,485,1,65,02-04-2023,Week-14,Q2,2023,3084.0,2517,1446,22,0.816,Swipe ,Bills,115.68,0
CUST_02620,Silver,300,1,79,02-04-2023,Week-14,Q2,2023,6224.0,0,7612,82,0.0,Swipe ,Entertainment,1370.16,0
CUST_02621,Blue,100,1,80,02-04-2023,Week-14,Q2,2023,1737.0,813,3669,58,0.468,Online ,Grocery,953.94,0
CUST_02626,Blue,275,0,67,02-04-2023,Week-14,Q2,2023,17218.0,1829,7971,97,0.106,Swipe ,Fuel,2231.88,0
CUST_02628,Blue,110,0,118,02-04-2023,Week-14,Q2,2023,2628.0,2195,3608,68,0.835,Swipe ,Bills,793.76,0
CUST_02639,Blue,200,0,98,02-04-2023,Week-14,Q2,2023,9351.0,1482,5099,60,0.158,Chip ,Food,611.88,0
CUST_02649,Blue,190,0,76,02-04-2023,Week-14,Q2,2023,1925.0,1202,4343,66,0.624,Swipe ,Bills,434.3,0
CUST_02651,Blue,200,0,92,02-04-2023,Week-14,Q2,2023,8632.0,0,2221,40,0.0,Swipe ,Bills,444.2,0
CUST_02652,Blue,355,1,103,02-04-2023,Week-14,Q2,2023,2312.0,1997,5085,78,0.864,Chip ,Fuel,1067.85,0
CUST_02665,Blue,355,0,103,02-04-2023,Week-14,Q2,2023,2258.0,1600,4275,76,0.709,Swipe ,Entertainment,384.75,0
CUST_02674,Blue,200,0,40,02-04-2023,Week-14,Q2,2023,1612.0,744,1564,33,0.462,Swipe ,Bills,422.28,0
CUST_02677,Blue,340,1,105,02-04-2023,Week-14,Q2,2023,2733.0,1306,1139,39,0.478,Swipe ,Bills,296.14,0
CUST_02679,Blue,345,0,148,02-04-2023,Week-14,Q2,2023,2035.0,1620,4130,74,0.796,Swipe ,Bills,991.2,0
CUST_02681,Blue,375,1,105,02-04-2023,Week-14,Q2,2023,12283.0,0,1993,41,0.0,Chip ,Fuel,378.67,0
CUST_02685,Blue,200,1,96,02-04-2023,Week-14,Q2,2023,3034.0,468,4172,66,0.154,Swipe ,Bills,1043.0,0
CUST_02686,Blue,175,0,60,02-04-2023,Week-14,Q2,2023,1965.0,1175,4579,87,0.598,Chip ,Grocery,641.06,0
CUST_02689,Blue,140,0,105,02-04-2023,Week-14,Q2,2023,1671.0,1047,5189,79,0.627,Swipe ,Food,363.23,0
CUST_02690,Blue,220,0,113,02-04-2023,Week-14,Q2,2023,5843.0,1346,13299,95,0.23,Swipe ,Food,1728.87,0
CUST_02692,Blue,200,1,82,02-04-2023,Week-14,Q2,2023,18075.0,0,1477,30,0.0,Chip ,Entertainment,324.94,0
CUST_02693,Blue,150,1,87,02-04-2023,Week-14,Q2,2023,8766.0,0,2263,35,0.0,Chip ,Fuel,135.78,0
CUST_02698,Blue,475,1,58,02-04-2023,Week-14,Q2,2023,6784.0,891,1900,28,0.131,Swipe ,Travel,114.0,0
CUST_02699,Blue,175,0,114,02-04-2023,Week-14,Q2,2023,4917.0,0,9442,69,0.0,Chip ,Travel,944.2,0
CUST_02702,Blue,125,1,105,02-04-2023,Week-14,Q2,2023,7173.0,1227,1793,33,0.171,Swipe ,Entertainment,215.16,0
CUST_02708,Blue,175,1,87,02-04-2023,Week-14,Q2,2023,3453.0,1010,8108,85,0.292,Online ,Food,1621.6,0
CUST_02710,Blue,245,0,87,02-04-2023,Week-14,Q2,2023,2479.0,1748,8042,85,0.705,Swipe ,Food,2332.18,0
CUST_02716,Blue,110,0,100,02-04-2023,Week-14,Q2,2023,1981.0,1082,3913,90,0.546,Chip ,Bills,1134.77,0
CUST_02719,Blue,190,0,80,02-04-2023,Week-14,Q2,2023,4097.0,1293,15925,100,0.316,Chip ,Fuel,2548.0,0
CUST_02725,Silver,325,1,88,02-04-2023,Week-14,Q2,2023,31631.0,0,3418,58,0.0,Chip ,Bills,273.44,0
CUST_02730,Blue,100,1,95,09-04-2023,Week-15,Q2,2023,29865.0,2097,8636,74,0.07,Online ,Travel,1640.84,0
CUST_02733,Blue,295,1,80,09-04-2023,Week-15,Q2,2023,2870.0,2284,3946,74,0.796,Swipe ,Entertainment,276.22,0
CUST_02738,Blue,220,0,99,09-04-2023,Week-15,Q2,2023,9013.0,0,3819,71,0.0,Swipe ,Entertainment,305.52,1
CUST_02743,Blue,395,1,111,09-04-2023,Week-15,Q2,2023,5685.0,0,2395,62,0.0,Swipe ,Bills,383.2,1
CUST_02749,Blue,150,1,165,09-04-2023,Week-15,Q2,2023,6888.0,1878,9038,64,0.273,Chip ,Travel,1355.7,0
CUST_02751,Blue,245,1,169,09-04-2023,Week-15,Q2,2023,2207.0,2020,4348,84,0.915,Swipe ,Fuel,608.72,0
CUST_02752,Blue,245,1,91,09-04-2023,Week-15,Q2,2023,19727.0,1785,1245,25,0.09,Swipe ,Travel,99.6,0
CUST_02754,Silver,270,1,113,09-04-2023,Week-15,Q2,2023,17437.0,2225,3381,51,0.128,Chip ,Food,236.67,0
CUST_02755,Blue,200,0,77,09-04-2023,Week-15,Q2,2023,4008.0,1841,2794,58,0.459,Swipe ,Bills,810.26,0
CUST_02756,Blue,250,0,46,09-04-2023,Week-15,Q2,2023,11545.0,1732,3996,65,0.15,Swipe ,Bills,799.2,0
CUST_02759,Blue,400,1,150,09-04-2023,Week-15,Q2,2023,1438.3,0,3427,64,0.0,Chip ,Entertainment,342.7,0
CUST_02761,Blue,125,1,100,09-04-2023,Week-15,Q2,2023,34516.0,1416,4026,65,0.041,Swipe ,Entertainment,1046.76,0
CUST_02767,Blue,140,1,104,09-04-2023,Week-15,Q2,2023,4947.0,1053,3479,76,0.213,Swipe ,Fuel,661.01,0
CUST_02770,Blue,250,0,73,09-04-2023,Week-15,Q2,2023,1438.3,327,1783,40,0.227,Swipe ,Entertainment,142.64,0
CUST_02771,Silver,125,1,78,09-04-2023,Week-15,Q2,2023,34516.0,2203,14204,96,0.064,Online ,Fuel,1846.52,0
CUST_02772,Blue,345,1,97,09-04-2023,Week-15,Q2,2023,10007.0,1586,4309,77,0.158,Chip ,Food,689.44,0
CUST_02778,Blue,125,0,119,09-04-2023,Week-15,Q2,2023,3698.0,0,3763,82,0.0,Swipe ,Grocery,1016.01,0
CUST_02795,Blue,295,1,107,09-04-2023,Week-15,Q2,2023,4085.0,2238,596,15,0.548,Swipe ,Fuel,125.16,0
CUST_02803,Blue,405,0,82,09-04-2023,Week-15,Q2,2023,2144.0,1557,4571,85,0.726,Online ,Fuel,822.78,0
CUST_02808,Blue,410,1,118,09-04-2023,Week-15,Q2,2023,8670.0,1930,13767,96,0.223,Swipe ,Grocery,3441.75,0
CUST_02817,Blue,465,0,74,09-04-2023,Week-15,Q2,2023,1654.0,1474,2086,47,0.891,Chip ,Food,146.02,0
CUST_02819,Blue,100,1,117,09-04-2023,Week-15,Q2,2023,1862.0,0,1226,34,0.0,Swipe ,Bills,110.34,0
CUST_02821,Blue,245,1,123,09-04-2023,Week-15,Q2,2023,1640.0,1177,3124,66,0.718,Swipe ,Bills,718.52,0
CUST_02824,Blue,150,1,101,09-04-2023,Week-15,Q2,2023,4511.0,754,2597,71,0.167,Swipe ,Entertainment,545.37,0
CUST_02827,Blue,95,1,97,09-04-2023,Week-15,Q2,2023,5997.0,0,1457,42,0.0,Online ,Fuel,349.68,0
CUST_02834,Blue,400,0,100,09-04-2023,Week-15,Q2,2023,1486.0,849,2380,43,0.571,Swipe ,Fuel,618.8,0
CUST_02836,Blue,285,0,87,09-04-2023,Week-15,Q2,2023,34516.0,2076,3647,65,0.06,Chip ,Fuel,437.64,1
CUST_02841,Blue,110,0,115,09-04-2023,Week-15,Q2,2023,2708.0,0,4277,90,0.0,Chip ,Entertainment,855.4,1
CUST_02847,Blue,200,0,47,09-04-2023,Week-15,Q2,2023,5712.0,1955,2617,54,0.342,Swipe ,Bills,680.42,0
CUST_02849,Blue,465,0,91,09-04-2023,Week-15,Q2,2023,4348.0,1830,4293,66,0.421,Swipe ,Bills,643.95,0
CUST_02856,Blue,460,0,91,09-04-2023,Week-15,Q2,2023,8514.0,2013,4098,74,0.236,Swipe ,Entertainment,1147.44,0
CUST_02860,Blue,350,1,62,09-04-2023,Week-15,Q2,2023,3094.0,2266,1591,37,0.732,Swipe ,Bills,143.19,0
CUST_02863,Blue,425,1,44,09-04-2023,Week-15,Q2,2023,9752.0,1423,14220,108,0.146,Swipe ,Food,1990.8,0
CUST_02865,Blue,175,1,72,09-04-2023,Week-15,Q2,2023,9132.0,800,3809,71,0.088,Swipe ,Bills,647.53,0
CUST_02868,Blue,355,0,73,09-04-2023,Week-15,Q2,2023,14344.0,2014,7359,85,0.14,Swipe ,Grocery,2060.52,0
CUST_02869,Blue,125,1,108,09-04-2023,Week-15,Q2,2023,3276.0,1915,4264,76,0.585,Chip ,Grocery,810.16,0
CUST_02871,Blue,125,1,53,09-04-2023,Week-15,Q2,2023,2486.0,1464,1378,27,0.589,Swipe ,Bills,192.92,0
