Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Car_Owner,House_Owner,Personal_loan,contact,Cust_Satisfaction_Score
CUST_01177,56,F,2,High School,Married,TX,yes,no,no,telephone,3
CUST_01181,22,M,2,Graduate,Married,TX,yes,no,no,cellular,3
CUST_01184,50,F,3,High School,Married,TX,no,no,no,unknown,2
CUST_01189,34,M,3,Unknown,Unknown,NY,no,no,no,cellular,2
CUST_01191,42,F,3,Graduate,Unknown,CA,yes,no,no,unknown,1
CUST_01194,62,M,1,High School,Single,TX,yes,yes,no,cellular,3
CUST_01195,47,F,4,Post-Graduate,Married,CA,no,yes,yes,unknown,2
CUST_01196,42,F,3,Unknown,Unknown,NY,no,no,no,cellular,3
CUST_01198,26,M,0,Graduate,Single,NY,no,yes,no,cellular,1
CUST_01200,45,M,4,High School,Married,TX,no,no,no,unknown,1
CUST_01205,48,F,4,Graduate,Married,NJ,no,no,no,cellular,1
CUST_01209,57,F,3,High School,Single,CA,no,yes,no,cellular,3
CUST_01211,49,M,1,Unknown,Single,FL,no,no,no,cellular,2
CUST_01218,43,F,3,Graduate,Married,NY,no,no,no,unknown,2
CUST_01220,65,M,0,Graduate,Single,MI,no,yes,yes,cellular,3
CUST_01221,41,F,3,Graduate,Married,CA,no,yes,no,cellular,1
CUST_01223,60,F,0,Graduate,Married,NY,no,yes,yes,unknown,1
CUST_01225,43,F,3,Graduate,Single,TX,no,no,no,unknown,3
CUST_01227,36,F,1,Uneducated,Single,NJ,no,no,no,cellular,3
CUST_01234,42,F,1,Graduate,Married,TX,no,yes,no,cellular,3
CUST_01246,42,M,5,Uneducated,Married,NJ,no,yes,no,telephone,1
CUST_01248,64,M,1,Unknown,Married,CA,no,yes,no,cellular,3
CUST_01251,33,M,4,High School,Single,NY,no,yes,no,cellular,1
CUST_01254,36,M,3,Post-Graduate,Married,CA,yes,no,no,unknown,1
CUST_01255,40,F,1,Uneducated,Single,TX,no,yes,no,unknown,2
CUST_01262,47,M,2,Graduate,Married,TX,no,no,no,cellular,3
CUST_01264,37,M,2,High School,Single,CA,no,no,no,cellular,2
CUST_01273,45,F,1,Unknown,Married,NY,no,no,no,unknown,2
CUST_01278,51,F,0,Uneducated,Married,CA,no,no,no,unknown,2
CUST_01279,53,F,2,Graduate,Single,NY,no,yes,no,telephone,2
CUST_01281,55,F,3,High School,Single,TX,yes,yes,no,cellular,2
CUST_01286,35,M,2,Graduate,Married,FL,no,no,no,cellular,2
CUST_01288,46,F,4,Graduate,Single,FL,yes,no,no,unknown,2
CUST_01296,50,F,2,High School,Married,TX,yes,yes,no,cellular,2
CUST_01298,31,M,1,Graduate,Single,WA,no,no,no,cellular,3
CUST_01299,55,F,0,Graduate,Married,NJ,no,no,no,unknown,2
CUST_01311,47,M,2,Unknown,Married,TX,no,yes,no,cellular,2
CUST_01314,52,M,2,Uneducated,Unknown,NY,no,no,no,cellular,1
CUST_01315,50,M,1,Uneducated,Married,NY,yes,yes,no,cellular,1
CUST_01316,45,M,5,Unknown,Married,TX,no,yes,no,cellular,1
CUST_01319,49,F,2,Graduate,Single,TX,no,yes,yes,cellular,3
CUST_01321,31,F,0,Graduate,Married,FL,yes,no,yes,cellular,3
CUST_01323,51,F,5,Unknown,Married,FL,no,no,no,unknown,1
CUST_01324,39,M,3,Uneducated,Married,NJ,yes,no,yes,cellular,2
CUST_01329,43,F,3,Doctorate,Married,FL,no,yes,no,unknown,3
CUST_01331,40,M,4,Graduate,Married,NY,no,no,no,unknown,2
CUST_01333,56,F,3,High School,Married,NJ,no,no,no,cellular,2
CUST_01335,59,F,2,Unknown,Single,TX,no,no,no,unknown,2
CUST_01340,45,F,4,Doctorate,Married,CA,no,yes,no,cellular,1
CUST_01346,43,M,2,Graduate,Married,TX,no,yes,no,unknown,2
CUST_01347,50,F,1,Graduate,Married,CA,yes,no,no,cellular,2
CUST_01348,53,M,1,Graduate,Single,NY,no,no,no,cellular,2
CUST_01350,45,F,3,Post-Graduate,Married,FL,no,yes,no,cellular,1
CUST_01353,41,M,3,Graduate,Married,NJ,no,yes,no,cellular,1
CUST_01355,33,F,0,Unknown,Married,NY,yes,no,no,unknown,2
CUST_01356,34,M,2,Graduate,Single,TX,yes,no,yes,cellular,2
CUST_01361,55,M,2,Graduate,Single,CA,no,no,no,unknown,1
CUST_01370,45,M,1,Graduate,Married,TX,yes,no,no,cellular,1
CUST_01373,37,M,5,Post-Graduate,Married,FL,yes,no,no,cellular,1
CUST_01374,48,M,4,Graduate,Single,TX,yes,yes,no,cellular,1
CUST_01375,44,F,4,Graduate,Married,FL,no,no,no,unknown,1
CUST_01380,55,M,3,Graduate,Single,NY,no,no,no,cellular,2
CUST_01384,60,M,1,Uneducated,Married,NJ,yes,no,no,cellular,3
CUST_01393,54,M,2,Post-Graduate,Single,CA,yes,no,no,cellular,1
CUST_01394,38,M,2,Graduate,Single,TX,no,yes,no,cellular,1
CUST_01397,44,F,3,Unknown,Single,CA,no,no,no,cellular,2
CUST_01401,37,M,2,Unknown,Single,FL,no,no,no,cellular,3
CUST_01403,50,F,4,Unknown,Married,FL,no,no,no,telephone,2
CUST_01407,51,F,1,Graduate,Married,NY,yes,no,no,unknown,3
CUST_01409,47,F,1,Unknown,Single,TX,yes,no,no,cellular,1
CUST_01414,49,F,3,Post-Graduate,Married,NJ,no,no,no,telephone,3
CUST_01415,51,M,3,Uneducated,Married,TX,yes,yes,no,cellular,1
CUST_01417,51,F,2,Graduate,Single,NY,yes,yes,no,cellular,2
CUST_01418,38,M,2,Graduate,Single,FL,no,no,no,cellular,3
CUST_01419,29,M,0,High School,Single,NY,yes,yes,yes,telephone,2
CUST_01420,46,M,2,Graduate,Single,FL,no,no,no,cellular,3
CUST_01422,32,F,0,Uneducated,Married,CA,no,no,no,cellular,2
CUST_01426,38,M,1,High School,Married,CA,no,yes,no,cellular,3
CUST_01427,44,F,5,Graduate,Married,TX,no,yes,no,cellular,1
CUST_01430,39,F,1,Graduate,Married,NJ,yes,no,no,unknown,2
CUST_01431,46,F,3,Unknown,Unknown,NY,no,no,no,unknown,2
CUST_01433,43,F,3,Graduate,Married,TX,no,no,no,cellular,2
CUST_01439,37,M,3,Graduate,Married,NJ,no,yes,no,cellular,3
CUST_01442,44,F,4,Graduate,Married,CA,no,no,no,cellular,1
CUST_01444,57,F,4,Doctorate,Married,MI,yes,no,no,cellular,2
CUST_01445,41,M,5,Graduate,Married,FL,no,yes,no,cellular,3
CUST_01447,40,M,3,Unknown,Married,TX,yes,no,yes,cellular,2
CUST_01453,46,F,2,Unknown,Married,CA,no,no,no,cellular,3
CUST_01454,61,M,1,Graduate,Unknown,NY,yes,no,no,telephone,3
CUST_01457,55,F,2,High School,Married,NJ,yes,yes,no,telephone,3
CUST_01459,30,M,0,Graduate,Married,NJ,no,yes,no,cellular,2
CUST_01468,39,M,3,Graduate,Single,TX,no,yes,no,cellular,2
CUST_01469,23,M,3,Unknown,Unknown,TX,no,no,yes,unknown,2
CUST_01471,45,F,3,High School,Unknown,CA,no,yes,no,cellular,2
CUST_01473,53,M,1,Unknown,Married,FL,no,no,no,cellular,2
CUST_01478,45,M,4,High School,Single,MI,yes,no,no,cellular,2
CUST_01480,50,F,1,Graduate,Single,CA,yes,yes,no,cellular,3
CUST_01483,42,F,3,Doctorate,Single,FL,no,no,no,cellular,2
CUST_01484,37,F,4,Unknown,Single,FL,yes,yes,yes,cellular,3
CUST_01489,43,M,3,Post-Graduate,Single,CA,no,no,no,cellular,2
CUST_01490,32,M,0,Uneducated,Single,CA,no,no,no,cellular,2
CUST_01492,40,F,4,Post-Graduate,Single,CA,yes,no,no,cellular,3
CUST_01495,38,M,1,Graduate,Married,CA,yes,no,no,cellular,2
CUST_01497,45,M,2,Graduate,Single,NY,no,no,no,cellular,2
CUST_01499,35,M,3,Post-Graduate,Unknown,FL,no,yes,no,cellular,2
CUST_01502,31,F,1,Post-Graduate,Single,TX,yes,no,no,cellular,2
CUST_01503,26,F,0,Post-Graduate,Single,FL,no,yes,no,cellular,2
CUST_01507,36,F,1,Graduate,Married,TX,yes,yes,yes,cellular,3
CUST_01510,37,M,1,Graduate,Single,CA,no,no,no,cellular,2
CUST_01513,50,F,4,Doctorate,Single,CA,no,no,no,cellular,2
CUST_01514,36,F,0,Graduate,Unknown,TX,yes,yes,yes,unknown,2
CUST_01517,44,F,3,Graduate,Single,TX,yes,yes,no,cellular,1
CUST_01524,39,F,2,High School,Single,IA,no,yes,no,cellular,3
CUST_01528,55,F,2,Graduate,Single,NY,yes,no,yes,cellular,1
CUST_01531,37,M,1,High School,Married,FL,no,yes,no,cellular,1
CUST_01534,43,F,2,Uneducated,Married,NY,yes,yes,no,cellular,2
CUST_01537,46,F,4,Graduate,Married,NJ,yes,yes,no,cellular,2
CUST_01544,60,F,0,Doctorate,Married,NJ,yes,no,no,unknown,3
CUST_01545,38,F,0,Unknown,Married,CA,no,yes,no,cellular,2
CUST_01551,45,F,2,Post-Graduate,Single,CA,no,no,no,cellular,2
CUST_01555,44,M,3,Graduate,Married,CA,no,no,no,cellular,2
CUST_01558,32,F,1,Graduate,Married,TX,no,yes,no,unknown,2
CUST_01559,49,F,3,Graduate,Single,TX,no,no,yes,unknown,3
CUST_01560,38,F,2,Graduate,Married,FL,no,yes,no,cellular,3
CUST_01562,50,F,2,Uneducated,Married,NY,yes,yes,no,unknown,2
CUST_01563,41,F,4,Graduate,Married,CA,yes,yes,no,telephone,3
CUST_01564,43,F,1,High School,Married,NY,no,no,no,cellular,3
CUST_01569,55,F,1,High School,Married,NY,no,yes,no,cellular,3
CUST_01570,47,F,4,Graduate,Single,CA,yes,yes,yes,cellular,3
CUST_01571,52,F,3,High School,Married,FL,no,no,no,cellular,2
CUST_01576,50,M,3,Graduate,Single,NJ,no,no,no,cellular,2
CUST_01577,36,M,2,High School,Single,MO,no,no,no,cellular,2
CUST_01579,35,M,2,High School,Single,NJ,no,no,no,cellular,2
CUST_01583,46,F,2,Graduate,Single,TX,no,no,no,cellular,2
CUST_01594,49,F,4,High School,Married,CA,no,no,no,cellular,2
CUST_01596,56,M,2,Uneducated,Married,FL,no,no,no,cellular,2
CUST_01598,50,F,3,Graduate,Married,CA,no,no,no,telephone,2
CUST_01600,39,F,3,Graduate,Single,TX,no,no,no,cellular,3
CUST_01601,46,F,2,High School,Single,FL,no,no,no,cellular,3
CUST_01604,47,F,4,High School,Married,NY,no,yes,no,cellular,2
CUST_01607,43,M,1,Unknown,Married,CA,no,no,no,cellular,2
CUST_01609,55,F,2,Graduate,Single,NY,yes,no,no,cellular,2
CUST_01613,35,M,1,Graduate,Single,VA,no,no,no,cellular,2
CUST_01615,50,F,1,Uneducated,Married,CA,no,no,no,cellular,3
CUST_01616,46,F,3,Graduate,Single,NJ,no,no,no,cellular,3
CUST_01617,53,M,4,High School,Married,FL,no,yes,no,cellular,2
CUST_01618,40,M,4,Post-Graduate,Married,NY,no,no,yes,cellular,2
CUST_01619,41,M,3,Graduate,Married,FL,yes,no,no,cellular,2
CUST_01624,57,M,2,High School,Married,AK,no,no,no,cellular,2
CUST_01627,54,F,0,Graduate,Married,CA,yes,no,no,cellular,2
CUST_01632,26,F,0,Graduate,Married,CA,yes,no,no,cellular,2
CUST_01643,46,F,3,High School,Married,TX,no,yes,no,cellular,1
CUST_01644,30,M,0,Graduate,Unknown,NJ,yes,yes,yes,cellular,2
CUST_01650,49,F,3,Graduate,Single,CA,yes,yes,no,cellular,3
CUST_01651,59,M,1,Doctorate,Married,TX,yes,yes,no,cellular,1
CUST_01656,37,M,2,Uneducated,Married,NY,no,no,no,telephone,2
CUST_01657,49,M,3,High School,Unknown,FL,no,yes,no,cellular,3
CUST_01659,53,F,2,Unknown,Married,NJ,yes,no,no,cellular,3
CUST_01660,45,M,5,Graduate,Single,TX,no,no,no,cellular,3
CUST_01661,52,F,2,Graduate,Married,NY,yes,yes,no,unknown,3
CUST_01663,50,F,2,Graduate,Single,NY,no,no,no,cellular,3
CUST_01666,51,M,1,Doctorate,Married,FL,yes,no,no,cellular,3
CUST_01670,38,F,2,Graduate,Single,NY,yes,yes,no,cellular,3
CUST_01671,46,M,3,Graduate,Married,NY,yes,yes,no,telephone,3
CUST_01672,42,M,3,Graduate,Single,FL,no,no,no,cellular,2
CUST_01673,56,M,3,Graduate,Married,FL,no,no,no,cellular,3
CUST_01684,47,F,3,High School,Married,FL,no,yes,no,cellular,3
CUST_01685,53,F,2,High School,Married,NY,yes,yes,no,cellular,2
CUST_01689,38,F,3,Graduate,Married,TX,no,no,no,unknown,3
CUST_01692,45,F,1,Uneducated,Single,CA,yes,no,no,cellular,1
CUST_01693,51,M,1,High School,Married,TX,no,yes,no,cellular,3
CUST_01700,46,M,4,Graduate,Married,FL,no,no,no,cellular,1
CUST_01702,47,F,3,Uneducated,Married,NY,no,no,no,cellular,1
CUST_01703,56,F,2,Graduate,Married,TX,no,yes,no,unknown,2
CUST_01714,34,F,3,Graduate,Single,SC,yes,no,no,cellular,1
CUST_01719,51,M,1,Unknown,Single,CA,no,no,no,cellular,1
CUST_01721,47,M,2,Graduate,Married,TX,no,no,no,unknown,3
CUST_01722,50,F,2,Graduate,Single,NY,no,no,no,unknown,1
CUST_01727,35,M,1,High School,Married,NJ,yes,no,yes,cellular,1
CUST_01729,43,F,3,Graduate,Unknown,NY,yes,no,no,cellular,1
CUST_01730,29,M,2,Graduate,Single,FL,no,yes,no,cellular,1
CUST_01731,45,F,3,Unknown,Single,CA,no,yes,no,cellular,2
CUST_01732,55,M,2,Graduate,Single,TX,yes,yes,no,cellular,3
CUST_01733,35,M,3,Graduate,Married,CA,yes,no,no,cellular,1
CUST_01738,52,M,2,High School,Married,TX,yes,yes,no,telephone,2
CUST_01740,48,F,1,Uneducated,Single,TX,no,no,no,cellular,1
CUST_01741,47,M,3,High School,Married,CA,no,no,yes,cellular,1
CUST_01742,48,F,5,Uneducated,Married,CA,yes,yes,no,cellular,2
CUST_01746,51,M,1,Unknown,Single,TX,yes,yes,no,cellular,1
CUST_01747,45,F,2,Graduate,Unknown,FL,yes,yes,no,cellular,1
CUST_01748,46,M,3,High School,Single,FL,yes,no,no,telephone,1
CUST_01759,35,F,1,Graduate,Single,CA,no,yes,no,unknown,2
CUST_01761,39,F,2,Uneducated,Married,CA,yes,yes,no,telephone,1
CUST_01766,58,M,1,Uneducated,Single,CA,no,yes,no,cellular,3
CUST_01767,43,F,1,Uneducated,Single,NY,no,yes,no,unknown,3
CUST_01769,57,F,2,Unknown,Married,NJ,no,no,no,cellular,1
CUST_01771,42,F,2,Graduate,Single,TX,no,yes,no,cellular,2
CUST_01776,42,M,3,Unknown,Married,NY,no,yes,no,cellular,2
CUST_01781,45,M,2,Unknown,Single,FL,yes,no,no,cellular,3
CUST_01784,44,F,2,High School,Married,TX,no,no,yes,cellular,1
CUST_01786,49,F,3,Graduate,Unknown,FL,yes,no,no,cellular,1
CUST_01791,50,M,2,Unknown,Married,NY,yes,yes,no,cellular,2
CUST_01792,56,F,2,High School,Married,FL,yes,yes,no,cellular,3
CUST_01794,36,F,2,Post-Graduate,Single,CA,yes,no,no,unknown,1
CUST_01795,47,F,3,Post-Graduate,Married,FL,no,no,no,cellular,3
CUST_01796,57,M,0,Graduate,Married,CA,no,no,no,cellular,1
CUST_01804,44,F,3,Graduate,Single,TX,no,yes,no,unknown,3
CUST_01806,51,F,3,Graduate,Married,TX,yes,yes,no,cellular,1
CUST_01808,45,M,3,Graduate,Married,TX,yes,yes,no,cellular,1
CUST_01818,49,F,2,Graduate,Married,CA,yes,no,no,cellular,2
CUST_01826,45,M,2,Graduate,Married,NY,no,no,no,cellular,2
CUST_01833,63,M,0,Doctorate,Single,NY,no,no,no,cellular,2
CUST_01834,40,M,2,Uneducated,Married,NY,no,no,no,telephone,3
CUST_01835,45,M,1,Graduate,Married,MN,yes,no,no,cellular,2
CUST_01836,57,M,2,Uneducated,Single,CA,no,yes,no,telephone,2
CUST_01841,65,M,0,Doctorate,Single,NY,yes,no,no,cellular,1
CUST_01852,48,M,2,Uneducated,Single,NY,no,yes,no,telephone,3
CUST_01861,49,F,4,Graduate,Married,CA,yes,yes,no,telephone,1
CUST_01863,46,F,1,Graduate,Unknown,TX,yes,yes,no,cellular,3
CUST_01865,49,M,2,Post-Graduate,Married,IA,no,yes,yes,cellular,1
CUST_01878,48,F,3,Graduate,Married,CA,yes,yes,no,cellular,3
CUST_01881,46,F,2,Unknown,Unknown,NY,no,no,no,unknown,1
CUST_01884,55,M,2,Graduate,Single,FL,yes,no,no,telephone,1
CUST_01887,45,F,1,Unknown,Single,TX,no,yes,yes,unknown,1
CUST_01889,44,F,2,Unknown,Single,FL,no,no,no,cellular,2
CUST_01892,45,F,2,Doctorate,Single,TX,no,yes,no,cellular,3
CUST_01898,34,M,1,Graduate,Unknown,NY,yes,yes,no,cellular,3
CUST_01902,54,M,4,Graduate,Married,NY,no,no,no,cellular,1
CUST_01916,54,F,1,Graduate,Single,TX,no,no,no,unknown,1
CUST_01919,44,F,2,Graduate,Single,NY,yes,yes,no,cellular,1
CUST_01920,53,M,2,Graduate,Married,FL,yes,yes,no,cellular,1
CUST_01922,32,F,0,Graduate,Single,NY,yes,no,no,cellular,1
CUST_01923,41,F,1,High School,Single,NY,no,no,no,cellular,3
CUST_01924,56,F,2,Graduate,Single,CA,no,yes,no,cellular,2
CUST_01929,48,F,1,Graduate,Unknown,TX,no,no,no,cellular,2
CUST_01935,51,F,3,Unknown,Single,CA,no,no,no,cellular,3
CUST_01938,52,F,2,Graduate,Married,TX,no,no,no,cellular,2
CUST_01942,36,F,4,High School,Married,CA,no,no,no,cellular,2
CUST_01946,52,M,3,Graduate,Married,CA,no,no,no,unknown,3
CUST_01948,41,F,3,Graduate,Single,CA,no,yes,no,cellular,3
CUST_01954,36,M,2,High School,Single,NY,yes,no,no,cellular,2
CUST_01955,44,F,2,Uneducated,Single,TX,no,yes,no,cellular,3
CUST_01958,58,M,2,High School,Single,TX,no,yes,yes,cellular,2
CUST_01963,49,F,4,Graduate,Married,TX,no,no,no,cellular,3
CUST_01964,40,F,2,Graduate,Single,FL,no,no,no,unknown,3
CUST_01965,49,F,2,Post-Graduate,Married,TX,yes,no,no,unknown,2
CUST_01966,53,F,2,Uneducated,Married,NY,yes,no,no,cellular,2
CUST_01979,54,F,4,Graduate,Single,NY,yes,yes,no,cellular,2
CUST_01982,53,M,3,Graduate,Married,FL,yes,yes,no,cellular,3
CUST_01983,44,F,2,Graduate,Married,NY,no,no,no,cellular,2
CUST_01993,49,F,2,Graduate,Single,FL,yes,no,no,cellular,2
CUST_02003,47,F,3,Graduate,Married,TX,yes,yes,no,cellular,2
CUST_02005,38,F,2,Graduate,Single,CA,yes,yes,no,cellular,2
CUST_02007,40,F,4,Graduate,Married,NY,yes,yes,no,cellular,3
CUST_02009,43,M,2,Post-Graduate,Married,NY,yes,yes,no,cellular,2
CUST_02013,42,F,2,Doctorate,Unknown,FL,yes,no,no,cellular,1
CUST_02014,40,F,4,Post-Graduate,Single,TX,yes,yes,no,cellular,1
CUST_02019,48,M,4,Graduate,Unknown,NJ,no,yes,no,cellular,2
CUST_02021,46,M,3,Graduate,Single,FL,no,no,no,cellular,2
CUST_02023,49,F,2,Uneducated,Married,CA,yes,no,no,cellular,1
CUST_02026,57,M,2,Graduate,Married,TX,no,no,yes,unknown,3
CUST_02030,56,F,4,Graduate,Single,TX,no,yes,no,cellular,1
CUST_02031,43,F,2,Post-Graduate,Married,NY,no,yes,yes,cellular,1
CUST_02035,49,M,5,Graduate,Single,IA,no,no,no,cellular,2
CUST_02037,58,F,1,Unknown,Single,CA,no,no,no,cellular,1
CUST_02040,40,F,3,Uneducated,Single,FL,no,yes,no,cellular,3
CUST_02046,49,F,2,Post-Graduate,Single,CA,yes,yes,yes,cellular,2
CUST_02055,37,M,3,Uneducated,Married,FL,no,yes,no,cellular,3
CUST_02056,57,F,4,Post-Graduate,Single,CA,no,yes,yes,cellular,1
CUST_02058,53,F,4,Graduate,Married,FL,no,no,no,cellular,3
CUST_02068,62,F,0,Graduate,Married,MI,no,yes,no,cellular,1
CUST_02070,37,M,3,Uneducated,Single,IA,yes,yes,no,telephone,1
CUST_02073,50,F,2,Unknown,Married,FL,no,no,no,cellular,3
CUST_02076,48,F,2,Graduate,Single,CA,no,no,no,cellular,3
CUST_02084,43,M,1,Graduate,Single,TX,no,yes,yes,cellular,1
CUST_02085,44,F,1,Graduate,Single,CA,yes,yes,no,unknown,1
CUST_02088,53,F,1,Graduate,Single,TX,no,yes,no,cellular,2
CUST_02089,59,F,2,Uneducated,Single,CA,no,no,no,cellular,2
CUST_02090,55,M,4,Graduate,Single,NJ,yes,yes,yes,unknown,3
CUST_02095,49,M,4,Graduate,Single,FL,yes,yes,yes,unknown,3
CUST_02099,41,M,2,Uneducated,Married,TX,yes,yes,no,cellular,3
CUST_02103,49,F,4,Graduate,Married,TX,yes,yes,yes,cellular,1
CUST_02108,61,F,0,Graduate,Married,NJ,no,yes,no,cellular,3
CUST_02109,53,F,2,Graduate,Single,NJ,yes,yes,no,cellular,3
CUST_02110,51,M,1,High School,Unknown,NY,yes,no,no,cellular,3
CUST_02111,62,F,1,High School,Married,TX,no,no,no,cellular,3
CUST_02112,52,F,3,Unknown,Single,TX,no,yes,no,cellular,3
CUST_02115,63,F,1,Graduate,Married,FL,no,yes,yes,unknown,3
CUST_02116,39,M,2,Graduate,Married,TX,yes,no,no,cellular,3
CUST_02120,49,M,2,Uneducated,Married,NY,no,no,yes,unknown,2
CUST_02123,65,F,0,Graduate,Married,NY,no,no,no,cellular,2
CUST_02125,32,F,0,Unknown,Married,CA,no,yes,no,cellular,3
CUST_02128,57,F,4,Uneducated,Married,NY,no,yes,no,unknown,2
CUST_02129,59,F,1,Graduate,Married,FL,yes,yes,no,cellular,3
CUST_02130,65,F,1,Graduate,Married,NY,yes,no,no,unknown,3
CUST_02133,37,F,2,High School,Single,CA,yes,no,no,cellular,3
CUST_02134,63,M,1,Graduate,Single,CA,yes,no,no,cellular,1
CUST_02139,43,M,2,Unknown,Single,FL,no,no,no,cellular,1
CUST_02143,45,F,2,Uneducated,Married,NY,yes,yes,yes,cellular,2
CUST_02146,43,M,3,Graduate,Unknown,NY,no,yes,yes,cellular,1
CUST_02148,60,M,0,Graduate,Married,AK,yes,yes,no,cellular,2
CUST_02150,51,M,2,Post-Graduate,Unknown,FL,no,no,no,cellular,2
CUST_02151,50,M,4,High School,Married,TX,no,yes,no,unknown,1
CUST_02153,42,F,3,Unknown,Single,TX,yes,no,no,cellular,3
CUST_02158,32,F,0,Unknown,Single,FL,no,no,no,unknown,1
CUST_02165,55,F,1,Unknown,Married,CA,no,yes,no,unknown,1
CUST_02166,44,F,4,Graduate,Married,VA,no,yes,no,unknown,3
CUST_02168,52,F,3,High School,Married,CA,no,no,no,unknown,1
CUST_02169,37,M,1,Uneducated,Married,TX,yes,yes,no,cellular,2
CUST_02176,40,M,3,Graduate,Married,FL,yes,no,no,cellular,3
CUST_02179,44,F,2,Graduate,Single,FL,yes,yes,no,cellular,3
CUST_02184,38,M,1,High School,Single,IA,yes,yes,no,cellular,2
CUST_02185,44,M,3,Graduate,Married,TX,no,yes,yes,cellular,3
CUST_02190,46,F,4,Graduate,Married,FL,no,no,no,unknown,3
CUST_02192,47,F,4,Uneducated,Married,CA,yes,no,no,cellular,2
CUST_02200,38,M,3,Graduate,Single,FL,no,yes,no,telephone,3
CUST_02211,43,F,2,Uneducated,Unknown,TX,yes,yes,no,cellular,3
CUST_02214,47,F,1,High School,Single,FL,no,no,no,cellular,1
CUST_02215,38,M,2,Unknown,Married,NY,no,no,no,cellular,2
CUST_02216,50,F,0,Graduate,Married,NY,yes,yes,no,cellular,3
CUST_02222,37,F,4,Graduate,Married,FL,no,no,no,unknown,1
CUST_02226,55,F,2,Unknown,Single,TX,no,no,no,unknown,1
CUST_02228,44,F,3,Unknown,Married,TX,no,yes,no,cellular,3
CUST_02229,44,M,2,Graduate,Married,TX,no,yes,no,cellular,1
CUST_02232,50,F,2,High School,Married,NY,yes,yes,yes,cellular,3
CUST_02233,44,F,1,High School,Married,TX,yes,yes,no,cellular,1
CUST_02234,36,F,3,Graduate,Married,IL,yes,no,no,cellular,2
CUST_02237,48,M,3,Graduate,Single,CA,no,no,no,cellular,3
CUST_02240,55,F,2,Graduate,Married,FL,yes,no,yes,unknown,3
CUST_02246,28,F,0,Graduate,Married,TX,no,no,no,cellular,1
CUST_02247,39,M,1,Unknown,Single,FL,yes,yes,no,cellular,3
CUST_02249,48,F,3,Graduate,Married,NY,no,no,no,cellular,3
CUST_02250,44,M,2,Graduate,Married,CA,no,yes,no,cellular,1
CUST_02252,47,F,3,Graduate,Unknown,CA,yes,yes,yes,unknown,1
CUST_02253,28,M,0,Graduate,Married,CA,yes,no,no,unknown,3
CUST_02255,46,M,3,Graduate,Married,TX,yes,no,no,cellular,3
CUST_02261,50,F,2,Graduate,Married,TX,no,no,no,cellular,1
CUST_02265,43,F,3,Uneducated,Single,NY,no,yes,no,cellular,1
CUST_02269,53,M,1,Graduate,Single,TX,no,yes,no,unknown,1
CUST_02271,44,M,4,Unknown,Married,NY,no,no,no,cellular,2
CUST_02273,37,M,2,Graduate,Single,FL,no,yes,no,cellular,3
CUST_02274,50,M,3,Uneducated,Married,NY,no,no,no,cellular,3
CUST_02276,41,F,3,Graduate,Married,FL,no,yes,yes,cellular,1
CUST_02287,54,F,1,Graduate,Married,FL,no,yes,no,cellular,2
CUST_02288,39,F,3,Graduate,Single,NY,no,no,no,cellular,3
CUST_02289,32,M,2,Graduate,Married,NY,no,no,no,telephone,1
CUST_02292,53,M,1,Unknown,Married,CA,no,yes,no,unknown,3
CUST_02300,42,F,2,High School,Married,TX,yes,no,no,unknown,1
CUST_02302,54,M,2,Graduate,Single,FL,yes,yes,yes,cellular,2
CUST_02303,43,M,3,Graduate,Married,NY,no,no,no,cellular,3
CUST_02304,49,F,2,High School,Married,FL,yes,no,no,cellular,2
CUST_02305,56,F,2,Uneducated,Single,FL,yes,no,no,cellular,2
CUST_02311,47,M,4,High School,Married,NJ,no,no,no,cellular,3
CUST_02317,65,F,1,High School,Single,CA,no,yes,no,unknown,2
CUST_02320,33,M,3,High School,Married,FL,no,yes,no,cellular,1
CUST_02329,57,F,3,Unknown,Married,NY,yes,no,no,cellular,3
CUST_02336,37,M,2,Graduate,Single,NY,yes,no,no,cellular,2
CUST_02338,36,F,1,Unknown,Single,NY,yes,yes,no,cellular,3
CUST_02341,31,F,0,High School,Married,TX,yes,yes,no,unknown,2
CUST_02345,38,F,2,Doctorate,Married,TX,no,no,no,cellular,2
CUST_02349,50,F,3,Graduate,Single,TX,no,no,no,unknown,2
CUST_02359,49,F,3,Graduate,Single,NY,no,no,no,cellular,2
CUST_02361,42,M,5,Graduate,Married,NY,yes,no,no,cellular,2
CUST_02363,54,F,1,Unknown,Married,CA,yes,no,no,telephone,2
CUST_02374,58,F,2,High School,Single,TX,no,yes,no,cellular,2
CUST_02376,42,F,2,Graduate,Married,IA,yes,no,no,cellular,3
CUST_02378,38,F,2,Unknown,Married,CA,no,no,no,cellular,2
CUST_02389,55,F,2,Graduate,Married,NY,yes,yes,no,cellular,2
CUST_02390,56,F,5,Doctorate,Married,NY,no,no,no,cellular,2
CUST_02392,53,F,1,Graduate,Married,NY,yes,yes,no,cellular,2
CUST_02393,38,F,2,Graduate,Unknown,CA,no,yes,no,telephone,2
CUST_02406,43,F,3,High School,Married,TX,no,no,no,cellular,2
CUST_02407,42,F,3,Post-Graduate,Married,CA,no,yes,yes,unknown,3
CUST_02408,45,F,3,Uneducated,Married,CA,no,yes,yes,unknown,2
